pw_number,version,disaster_name,applicant_name,applicant_abbreviation,applicant_type,FEMA_branch,sector,category,pw_description,obligated_date,latest_payment _date,obligated_amount,disbursed_amount,cost_share,project_cost,last_update_date
PA-02-PR-4339-PW-01995,0,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89386 - MMAR014-La Fuente Park - Suru Statue Repairs,07/16/2020,,268050,0,29783,297833,06/20/2023
PA-02-PR-4339-PW-01995,1,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89386 - MMAR014-La Fuente Park - Suru Statue Repairs,10/12/2022,,71550,0,7950,79500,06/20/2023
PA-02-PR-4339-PW-01995,2,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89386 - MMAR014-La Fuente Park - Suru Statue Repairs,05/15/2023,,-80550,0,-8950,-89500,06/20/2023
PA-02-PR-4339-PW-01999,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92746 - MGUA039 - Basketball Court - Urb. Bello Horizon,02/03/2020,,449879,0,49987,499866,06/20/2023
PA-02-PR-4339-PW-01999,1,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92746 - MGUA039 - Basketball Court - Urb. Bello Horizon,04/22/2021,,-449879,0,-49987,-499866,06/20/2023
PA-02-PR-4339-PW-02015,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95097 - MORO322-ORO-FEMA-10054-COVERED BASKETBALL COURT,09/13/2020,,486113,0,54013,540126,06/20/2023
PA-02-PR-4339-PW-02019,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92811 - MPEN187 - Luis Muñoz Marín Sporting Complex,12/20/2021,,228628,0,25403,254031,06/20/2023
PA-02-PR-4339-PW-02020,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89616 - MPON821 - Parcelas Mandry Facilities,02/27/2020,03/23/2020,86313,86313,9590,95903,06/20/2023
PA-02-PR-4339-PW-02052,0,Hurricane Maria (4339),Maunabo,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",90192 - MMAU013 Basketball Court Quebrada Arenas,11/15/2020,11/24/2020,15542,15542,1727,17269,06/20/2023
PA-02-PR-4339-PW-02055,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",76307 - MCAB005 - Rebekah Colberg Coliseum,07/23/2020,,122111,0,13568,135679,06/20/2023
PA-02-PR-4339-PW-02058,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",101836 - MCIA091 - Caliche Sector Basketball Court,06/04/2020,06/15/2020,49668,49668,5519,55187,06/20/2023
PA-02-PR-4339-PW-02060,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92768 - MGUA042 - Basketball Court - Bo. Pozuelo,03/05/2020,03/26/2020,35313,35313,3924,39237,06/20/2023
PA-02-PR-4339-PW-02062,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92368 - MVIL023 - Limón Facilities,01/20/2020,06/20/2022,500851,125213,55650,556501,06/20/2023
PA-02-PR-4339-PW-02062,2,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92368 - MVIL023 - Limón Facilities,06/05/2023,06/20/2022,17731,0,1970,19701,06/20/2023
PA-02-PR-4339-PW-02064,0,Hurricane Maria (4339),Guayanilla,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81654 - MGYM016 El Faro court,03/18/2020,04/26/2022,3150,76008,350,3500,06/20/2023
PA-02-PR-4339-PW-02064,1,Hurricane Maria (4339),Guayanilla,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81654 - MGYM016 El Faro court,07/12/2021,04/26/2022,72858,0,8095,80953,06/20/2023
PA-02-PR-4339-PW-02066,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92794 - MVIL057 - Villalba Municipal Cemetery,06/10/2020,,349417,0,38824,388241,06/20/2023
PA-02-PR-4339-PW-02066,1,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92794 - MVIL057 - Villalba Municipal Cemetery,05/29/2023,,850,0,94,944,06/20/2023
PA-02-PR-4339-PW-02073,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95130 - Complejo Deportivo Sanamuertos - 10021C,04/01/2020,04/19/2020,36319,36319,4035,40354,06/20/2023
PA-02-PR-4339-PW-02082,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94398 - MSAB013 - Recreational Park Urb. Alborada,12/09/2019,12/22/2019,86979,86979,9664,96643,06/20/2023
PA-02-PR-4339-PW-02083,0,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87801 - MMAR012 - Cancha y Parque el 22,10/14/2020,04/04/2023,34843,41302,3871,38714,06/20/2023
PA-02-PR-4339-PW-02083,1,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87801 - MMAR012 - Cancha y Parque el 22,03/26/2023,04/04/2023,6459,0,718,7177,06/20/2023
PA-02-PR-4339-PW-02090,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88251 - MCAB013 - Rebekah Colberg Track and Field,08/27/2020,09/14/2020,75840,75840,8427,84267,06/20/2023
PA-02-PR-4339-PW-02090,1,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88251 - MCAB013 - Rebekah Colberg Track and Field,04/27/2022,09/14/2020,252942,0,28105,281047,06/20/2023
PA-02-PR-4339-PW-02098,0,Hurricane Maria (4339),Barceloneta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",80168 - P80168-DR4339PR- Track Complex Auditorium S.E. ,05/18/2020,,710889,0,78988,789877,06/20/2023
PA-02-PR-4339-PW-02102,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",86945 - MTAM018 Athletic field Pista Toa Alta Heights,06/02/2020,06/17/2020,72032,72032,8004,80036,06/20/2023
PA-02-PR-4339-PW-02105,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92477 - MSAL045- Salinas Cancha Angel Luis ""Cholo"" Espa",04/23/2020,,486736,0,54082,540818,06/20/2023
PA-02-PR-4339-PW-02106,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",65844 - MCIA005 - Municipal Coliseum,10/28/2021,12/20/2021,86143,86143,9571,95714,06/20/2023
PA-02-PR-4339-PW-02110,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",71470 - MAGM008-Parque Infantil,04/12/2020,02/23/2022,331963,125153,36885,368848,06/20/2023
PA-02-PR-4339-PW-02116,0,Hurricane Maria (4339),Trujillo Alto,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others","88413 - MTRU025 G3 Plaza Municipal, de Recreo del Puebl",06/15/2020,07/08/2020,15210,15210,1690,16900,06/20/2023
PA-02-PR-4339-PW-02117,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95696 - MSAB018 - Rafael Milan Baseball Park,08/31/2020,,1633212,0,181468,1814680,06/20/2023
PA-02-PR-4339-PW-02119,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",83641 - MCAT016 Vista del Morro Basketball Court,10/25/2020,,319894,0,35544,355438,06/20/2023
